instruction_sentence,arousal,valence,cuisine
 (in my area rabbit is seasonal,4.1347488943297455,6.009111914289403,Spanish
 during the summer and fall i substitute with chicken legs),4.081212482385378,5.663054808022693,Spanish
" i peel my shrimp, leaving only the tail and then salt them",4.418136363636364,5.847098765432098,Spanish
 in spain they tend to leave the shrimp unshelled,3.8011764705882354,5.5796393442622945,Spanish
" i always try to make my chicken stock from scratch (time permitting), adding a bit of rosemary, a tiny pinch of saffron and a bit of thyme",4.54843914661443,5.274261850090346,Spanish
" if you're going to use bouillon, i'd recommend at least heating it up with these herbs and then straining before you start",4.559924787929619,5.980046063330693,Spanish
 keep your stock hot but not boiling as you cook,4.185037783375314,5.931182468723444,Spanish
 coat the bottom of your pallera/pan with olive oil,4.03805387676385,4.944446431931537,Spanish
 brown your chorizo over high heat for 1,6.08286496350365,5.64963696369637,Spanish
2 minutes,3.83,5.28,Spanish
" do not fully cook, just get the outside well browned",4.632926987661193,6.617336707073084,Spanish
 set aside,4.05,5.58,Spanish
 this should add a nice red color and a hell of a flavor to your oil,4.648580250665524,5.512282088197577,Spanish
 brown the rabbit for 2,4.02,6.57,Spanish
3 minutes,3.83,5.28,Spanish
 it should not be fully cooked,3.9763934426229506,6.384901185770751,Spanish
 set aside,4.05,5.58,Spanish
" brown garlic, onion and bell pepper until they're softened, adding plum tomatoes shortly before the mixture is finished",3.820249198656663,5.926727821668647,Spanish
 push the vegetables to one side of the pan and on the other add the half can of tomato paste,3.9044569459367775,5.623268869447007,Spanish
" caramelize it, flipping it and spreading it until it begins to loosen (1",4.12,5.96,Spanish
" mix all of the vegetables and meats together with the caramelized tomato paste also adding the paprika, parsley and thyme",3.240689655172414,6.255144766146994,Spanish
" add rice, mixing together and stirring as the rice browns (1",4.0,6.23,Spanish
1 1/2) minutes,3.83,5.28,Spanish
 as the rice browns mix in the saffron,3.0,6.17,Spanish
 make sure to break it between your fingers and stir it in to release all those tasty oils,4.706618087449563,5.906585735325515,Spanish
 when the rice is slightly translucent add enough chicken stock to cover the whole mixture,4.199929410589361,5.906485151561933,Spanish
" if it's been kept warm, it will begin to boil almost immediately",3.506924638034522,6.20438679245283,Spanish
 lower to a medium heat but keep it at a steady boil,4.474455001518998,5.194845146193716,Spanish
 this is where paella is made and broken,4.78291304347826,4.918628762541806,Spanish
 i stir a few times in the first 5,5.9928318411305685,5.963958438925495,Spanish
"10 minutes, adding broth as necessary to keep the rice fully covered",4.322577319587629,6.060766550522648,Spanish
 after this you must let the paella sit,2.95,5.36,Spanish
 let it cook another 10,4.44,6.16,Spanish
"20 minutes (i find that this step takes longer on a stovetop), adding broth bit by bit to keep the rice submerged until the rice on the top is al dente",4.1176480783103395,5.481974739067035,Spanish
" don't worry about rice burning to the bottom, this part (which actually has a name which escapes me at the moment, it's something like socarrat) is a tasty delicacy",5.061537370271511,5.122861104542011,Spanish
" once you've stirred the paella for the last time and are letting cook, when you have about 8 minutes left to cook lay shrimp on top, turning over after 2",3.8275115248809666,5.734938070309063,Spanish
4 minutes to cook other side,4.446298951531984,5.360349344978166,Spanish
" when the rice on top is still quite al dente, take paella off of heat and cover",4.876102458091627,5.426263954129285,Spanish
 you must let it sit for 15,2.95,5.36,Spanish
20 minutes,3.83,5.28,Spanish
 i've taken the lid off prematurely and ended up with a crunchy mess,5.0605806451612905,3.864565217391304,Spanish
 patience is the key,3.3843967828418227,6.121391304347826,Spanish
" once you're sure it's ready uncover, garnish with lemon wedges and enjoy",4.188968772342021,6.884211603030817,Spanish
 preheat oven to 400,2.95,6.16,Spanish
" peel, core and slice apples",4.143983228511531,5.623217993079585,Spanish
 roll out puff pastry on a floured surface and place in a 9,3.788437686406784,5.976143984698406,Spanish
inch pie pan,4.178947368421053,5.821538461538461,Spanish
  trim any pastry that hangs over the edges,4.823505976095618,5.429367088607595,Spanish
 arrange apple slices in pastry shell,3.825218804219107,6.539899416616374,Spanish
 pour lemon juice over apples,4.553657505285411,6.622052117263845,Spanish
 place tart in its pan on a cookie sheet and place on middle oven rack,3.7948776406688207,5.791503023386067,Spanish
" bake for about 30 minutes, covering pastry edges with foil if browning too quickly",5.568779881872064,5.953381558158135,Spanish
 remove from oven and sprinkle with cinnamon,4.29255304895811,5.748205996598413,Spanish
  cool for 10 minutes,3.6308695652173912,5.843414634146342,Spanish
 spread apricot jam over tart to glaze (have jam at room temperature or warm it slightly ,4.32714258023529,6.263072222069508,Spanish
 this will make it easier to spread),3.3788745403232703,6.916802684563757,Spanish
 preheat oven to 400 degrees,2.95,6.16,Spanish
 brown chicken with salt and pepper in separate skillet over med,3.919651903172422,5.336134901141403,Spanish
high heat until cooked through (about 10 minutes),5.408505392573891,6.00582099584007,Spanish
 set aside and keep warm,3.6482477196351417,6.318898756660746,Spanish
 brown skirt steak with salt and pepper in separate skillet over med,4.227437540935345,5.51171271508108,Spanish
high heat until medium rare (about 5 minutes),5.766863046029637,5.79250004050879,Spanish
 set aside and keep warm,3.6482477196351417,6.318898756660746,Spanish
 using paella pan (enamel/cast iron/dutch) with olive oil over med,4.135879323837501,5.157735133854536,Spanish
"high heat sauté onions, garlic, bell pepper, and chorizo until chorizo is browned (about 10 minutes)",6.08286496350365,5.64963696369637,Spanish
" add rice, stock, turmeric, saffron and bring to a boil",3.4946921443736727,6.196285714285715,Spanish
" add the previously set aside proteins and frozen peas, stir all ingredients combined",4.945002746015889,5.353458629690018,Spanish
 immediately place into preheated 400 degree oven for 20,2.95,5.843464566929134,Spanish
30 minutes (or until liquid has evaporated),4.109011494252874,4.872857142857143,Spanish
 serve immediately,5.41,5.46,Spanish
 prick sausage in several places with a pin and place in a paella pan or electric skillet with 1/4 inch water,4.155105673767949,5.6416504416318105,Spanish
" cover and simmer slowly 5 minutes, then drain, discarding liquid",4.307235701227475,4.626555481219536,Spanish
 cut sausage into 1/2,4.904329896907216,5.126506666666668,Spanish
inch pieces and saute' in pan with the oil until lightly browned,4.070075806371699,4.952039942938659,Spanish
 stir in onions and peppers,7.67,5.0,Spanish
 cover and cook slowly until vegetables are tender,4.469541444938409,5.678576085512125,Spanish
" remove with a slotted spoon, leaving fat in pan",5.528831846650217,4.27953216374269,Spanish
" dry chicken pieces in paper towels, heat fat in pan, and brown chicken on all sides",3.9349622993051123,4.937270783495436,Spanish
" drain fat out of pan, add the sausage and vegetables, then the remaining ingredients",4.315632763676211,5.007951340428801,Spanish
 cover and simmer slowly for 15 minutes,4.125200165814227,5.03370339841266,Spanish
chicken will be one,2.9904366406926126,6.302325617644766,Spanish
half to two,3.33,6.3,Spanish
"thirds cooked, and will finish later, with the rice",3.2415436241610736,6.608031088082901,Spanish
 (may be cooked in advance,4.165941171113742,6.319816580185833,Spanish
") about half an hour before serving, bring chicken and sausage to the rapid boil on top of the stove",3.8564739132524766,6.077703644642553,Spanish
" sprinkle in the rice, mixing it down into the liquid with a spoon",3.997260869565218,5.519666666666667,Spanish
do not stir the rice,7.67,5.0,Spanish
" when it has swollen and begun to rise to the surface, rapidly push the shrimp, tail end down, into the rice",5.099371664991107,4.840885629785682,Spanish
" strew on the tomatoes, peas or beans, chickpeas, and olives",2.814678663239075,6.09552,Spanish
" again, do not stir, simply push these ingredients down into the rice with a spoon",6.44,4.44,Spanish
 carefully correct seasoning,2.912255125284738,6.589625668449199,Spanish
" reduce heat and let paella simmer for another 8 to 10 minutes, or more, uncovered, until rice is just tender",5.512524364257159,5.186165244723843,Spanish
" (it is best not to cover the pan, but if you feel the rice is not cooking properly, cover for a few minutes, sprinkling on a few tbsps",4.27827225336463,6.061200659857959,Spanish
 or so of stock or water if rice seems dry,4.454589337298941,5.66488803945746,Spanish
 then uncover to finish cooking,3.992460317460318,6.588528610354222,Spanish
") at the end of the cooking, the rice will have absorbed the liquid",4.617387690364126,5.206422281384396,Spanish
" serve the paella from its cooking pan, and decorate with the lemon quarters and parsley",4.315976164301236,6.33949438791799,Spanish
" note: when finished cooking, i will cover and let sit for 5",3.5193650634782543,5.688566299592699,Spanish
10 minutes before serving,4.596567796610169,5.4239999999999995,Spanish
 wash and slice the tomatoes in thick slices,4.399649122807018,5.50228947368421,Spanish
 season them,3.2,6.71,Spanish
 mix the basil with the breadcrumbs,3.82,6.43,Spanish
 beat the eggs in a bowl,4.144685100358124,5.202702081277182,Spanish
 dry the tomatoes with paper towels,3.3156284309513584,5.204920127795527,Spanish
" pass the tomatoes through the flour, the egg and the breadcrumbs (in this order)",4.080029460679496,5.790792079207922,Spanish
 fry in enough oil (or use a deep fryer) until golden,4.890583037076159,5.819108954076031,Spanish
 set on a paper towel to remove excess oil and serve hot,4.089525958649169,5.109750946609487,Spanish
" heat oil in very large pan and saute the garlic, onion, capsicum and tomatoes until soft and browned",4.77308225921708,5.498607200429876,Spanish
 add the pork and cook until browned,4.241290322580645,6.196147540983607,Spanish
 it is important that you brown the pork to release the flavour,4.631829521829522,6.737377049180328,Spanish
" add the sherry, salt (usually a good pinch) and simmer for about 10 minutes stirring occasionally",4.403089909507435,6.126585295876587,Spanish
 add the uncooked rice to the pork and stir around to coat,5.715940352475005,5.729465422775064,Spanish
 cook for about 3 minutes stirring all the time to prevent from sticking,4.292235733405869,5.505012266928361,Spanish
" add water, stock cubes, paprika, peas and saffron powder and stir to even out rice mixture",4.436764203876219,6.0651202366493795,Spanish
 place calamari and prawns over the top,3.488258823529412,6.089411764705883,Spanish
 taste to make sure it has enough salt otherwise with all the rice the dish can taste quite bland,4.1747876403899085,5.965656443101009,Spanish
 leave to simmer on a medium,3.2138823529411766,5.134147058823529,Spanish
low heat for about 20 minutes or until rice is just cooked,4.96274287387073,5.019012090674004,Spanish
